INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD
3608,12/09/2007 03:40:00 PM,2007-107076,LCP071209000792,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,10XX GILBERT AV,39.1075924130245,-84.5049298051026,MALE,BLACK,ADULT,MALE,BLACK,PENDLETON,C. B. D. / RIVERFRONT,DOWNTOWN - PENDLETON
-1703,06/09/1998 01:40:00 AM,9800462,P98160098,DISTRICT 1,9826,INJURY TO PRISONER,17XX MAIN ST,39.1142178424971,-84.511554518975,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
9299,02/11/2018 09:31:00 PM,2018-234389,LCP180211001014,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,8XX DAYTON ST,39.1189279674127,-84.5279176545713,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
5411,07/13/2010 12:31:00 AM,2010-145788,LCP 100713000038,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX SUMMIT RD,39.2027682999882,-84.4633523431058,MALE,BLACK,ADULT,MALE,WHITE,ROSELAWN,ROSELAWN,ROSELAWN
-845,07/16/1997 12:05:00 AM,9700494,P971970009,DISTRICT 2,9826,INJURY TO PRISONER,54XX WARD ST,39.1659045430601,-84.3915383288551,MALE,BLACK,UNKNOWN,MALE,WHITE,MADISONVILLE,MADISONVILLE,MADISONVILLE
3785,02/26/2008 02:05:00 AM,2008-110502,LCP080226000118,DISTRICT 4,9826,INJURY TO PRISONER,34XX VINE ST,39.1442497755277,-84.5111693327271,MALE,BLACK,ADULT,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
9036,06/15/2017 04:31:00 PM,2017-227554,LCP170615001101,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,9XX BURTON AV,39.1504884763134,-84.4843744835705,MALE,BLACK,ADULT,MALE,BLACK,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE
-4813,03/21/2001 11:00:00 AM,20010231,P010800538,DISTRICT 5,9826,INJURY TO PRISONER,6XX ORIENT AV,39.1722056340617,-84.5140419000539,MALE,BLACK,UNKNOWN,MALE,BLACK,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE
6209,11/20/2011 02:50:00 AM,2011-163399,LCP111120000223,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,10XX LUDLOW AV,39.1535569645082,-84.5379723272285,MALE,WHITE,JUVENILE,FEMALE,WHITE,CLIFTON,CLIFTON,CLIFTON
-1583,05/12/1998 05:51:00 PM,9800339,P981320931,DISTRICT 5,9825,CHEMICAL IRRITANT,50XX COLERAIN AV,39.1778442355428,-84.5615065870432,MALE,WHITE,UNKNOWN,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY
-6820,04/09/2003 09:10:00 AM,20030243,P030990456,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,4XX EZZARD CHARLES DR,39.1091981940356,-84.5232275423248,FEMALE,BLACK,UNKNOWN,MALE,BLACK,WEST END,WEST  END,WEST END
1170,05/24/2005 05:20:00 PM,2005-67001,P051441281,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,16XX ASMANN AV,39.156229248493,-84.4747833344682,MALE,BLACK,ADULT,MALE,WHITE,NORTH AVONDALE - PADDOCK HILLS,NORTH AVONDALE,NORTH AVONDALE
-7243,09/09/2003 09:15:00 PM,20030668,P032521427,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1075999723178,-84.5087096587137,MALE,WHITE,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-7622,02/27/2004 01:24:00 AM,20040121,P040580090,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX W MCMILLAN ST,39.1278021895658,-84.5183971989264,MALE,WHITE,UNKNOWN,MALE,BLACK,CUF,FAIRVIEW,CUF - HEIGHTS
-5570,10/17/2001 04:45:00 PM,20010994,P012900981,DISTRICT 1,9826,INJURY TO PRISONER,17XX ELM ST,39.115557216024,-84.5191835388044,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
6109,09/17/2011 02:15:00 AM,2011-161163,LCP110917000170,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,64XX LISBON AV,39.1885348053874,-84.4345756373128,MALE,BLACK,ADULT,MALE,BLACK,PLEASANT RIDGE,PLEASANT RIDGE,PLEASANT RIDGE
-8000,07/07/2004 12:53:00 AM,20040502,P041890052,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX LINN ST,39.1165162336449,-84.5268204351891,FEMALE,BLACK,UNKNOWN,FEMALE,WHITE,WEST END,WEST  END,WEST END
4345,11/11/2008 05:48:00 PM,2008-123160,LCP081111001187,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,32XX BOWLING GREEN CT,39.1440292957934,-84.5535700762068,FEMALE,BLACK,JUVENILE,FEMALE,WHITE,MILLVALE,MILLVALE,MILLVALE
4197,08/30/2008 01:07:00 AM,2008-119615,LCP080830000103,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,11XX ST GREGORY ST,39.1074635805761,-84.4975015744508,MALE,WHITE,ADULT,MALE,BLACK,MT. ADAMS,MOUNT  ADAMS,MOUNT ADAMS
7819,04/12/2015 08:10:00 PM,2015-200592,LCP150412001291,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX GOODMAN ST,39.1382452823833,-84.5042522007899,MALE,WHITE,ADULT,MALE,NATIVE HAWAIIAN,CORRYVILLE,CORRYVILLE,CORRYVILLE
-6739,03/17/2003 10:45:00 AM,20030162,P030760554,DISTRICT 3,9826,INJURY TO PRISONER,16XX ROSS AV,39.1190905663964,-84.5686070534827,MALE,BLACK,UNKNOWN,MALE,BLACK,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-6206,07/27/2002 02:13:00 AM,20020459,P022080225,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX MAIN ST,39.1088950226892,-84.5116485828843,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
6413,04/25/2012 11:05:00 AM,2012-168536,LCP120425000605,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,22XX BALTIMORE AV,39.1497624443693,-84.5621504540354,MALE,BLACK,UNKNOWN,MALE,WHITE,MILLVALE,EAST  WESTWOOD,EAST WESTWOOD
-1457,03/18/1998 05:25:00 PM,9800211,P980770903,DISTRICT 2,9826,INJURY TO PRISONER,33XX MONTGOMERY RD,39.1396047559613,-84.4741758229142,FEMALE,BLACK,UNKNOWN,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
8679,10/26/2016 10:30:00 AM,2016-219318,LCP161026000480,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,1XX E LIBERTY ST,39.1126382053348,-84.5140723341553,MALE,BLACK,ADULT,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-6197,04/07/2002 01:53:00 AM,20020450,P020970101,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,2XX JAIL AL,39.1089445111496,-84.5104228687491,MALE,WHITE,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-6194,07/20/2002 05:05:00 AM,20020447,P022010323,DISTRICT 3,9826,INJURY TO PRISONER,7XX ENRIGHT AV,39.1066228103092,-84.5728749756936,MALE,WHITE,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
5168,03/02/2010 12:39:00 AM,2010-141139,LCP100302000046,DISTRICT 4,9826,INJURY TO PRISONER,XX W 73RD ST,39.1971486486982,-84.4780096721879,MALE,HISPANIC/LATINO,ADULT,MALE,BLACK,CARTHAGE,CARTHAGE,CARTHAGE
2690,09/15/2006 10:05:00 PM,2006-89975,P062581759,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,9XX GRAND AV,39.10872499915,-84.559645621068,FEMALE,BLACK,JUVENILE,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-183,09/29/1996 03:45:00 PM,9600338,P962730716,DISTRICT 1,9826,INJURY TO PRISONER,15XX LINN ST,39.1133758995429,-84.5273726512267,MALE,BLACK,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END
8890,05/01/2017 11:26:00 AM,2017-224104,CPD170501000548,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,39XX W 8TH ST,39.1062711521908,-84.5802931398113,MALE,BLACK,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
4689,05/18/2009 08:10:00 AM,2009-130531,LCP080518000269,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX HEWITT AV,39.1367696802247,-84.4688695904504,FEMALE,BLACK,ADULT,FEMALE,WHITE,EVANSTON,EVANSTON,EVANSTON
-7690,04/05/2004 07:59:00 PM,20040189,P040961376,DISTRICT 4,9825,CHEMICAL IRRITANT,25XX KEMPER LN,39.1255701110295,-84.4873546634375,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-4358,10/30/2000 03:20:00 AM,20001055,P003040122,DISTRICT 4,9825,CHEMICAL IRRITANT,10XX CHAPEL ST,39.1313035944749,-84.4864735407262,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-1156,11/05/1997 04:30:00 PM,9701405,P973090876,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,13XX REPUBLIC ST,39.1095540233344,-84.5161998300554,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-4867,04/01/2001 11:55:00 PM,20010286,P010901743,DISTRICT 4,9826,INJURY TO PRISONER,5XX BLAIR AV,39.1407089506184,-84.497031160637,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
7838,04/11/2015 01:58:00 AM,2015-201082,LCP150411000156,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,23XX FAIRVIEW AV,39.1254011568749,-84.5280931433965,FEMALE,WHITE,ADULT,MALE,WHITE,CUF,CLIFTON/UNIVERSITY HEIGHTS,CUF
-8134,08/22/2004 12:10:00 AM,20040638,P042341652,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX FRANKLIN AV,39.1749705940667,-84.4773024162384,MALE,BLACK,UNKNOWN,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL
3719,01/26/2008 01:20:00 AM,2008-109233,P080126000094,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,77XX READING RD,39.2025018677163,-84.455347032417,MALE,BLACK,ADULT,FEMALE,BLACK,ROSELAWN,ROSELAWN,ROSELAWN
-7286,10/01/2003 01:11:00 AM,20030711,P032740049,DISTRICT 3,9825,CHEMICAL IRRITANT,8XX MT HOPE AV,39.1054883105613,-84.5583369201905,FEMALE,WHITE,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
3570,11/16/2007 07:10:00 AM,2007-106137,P073200191,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1077499723178,-84.5085996587137,MALE,BLACK,ADULT,FEMALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
3149,04/19/2007 05:31:00 PM,2007-97873,P071091123,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,58XX HAMILTON AV,39.1981812804099,-84.5466400202333,MALE,WHITE,ADULT,MALE,BLACK,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
-633,04/04/1997 12:26:00 AM,9700277,970940033,DISTRICT 4,9826,INJURY TO PRISONER,34XX BURNET AV,39.1451072516138,-84.4989946566983,FEMALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-6648,02/06/2003 03:50:00 PM,20030054,P030370980,DISTRICT 1,9826,INJURY TO PRISONER,13XX WALNUT ST,39.1104015996552,-84.5135361570734,MALE,BLACK,UNKNOWN,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2321,06/13/2006 06:29:00 AM,2006-84036,P061640294,DISTRICT 4,9825,CHEMICAL IRRITANT,22XX GILBERT AV,39.1209183220438,-84.4940037864204,MALE,BLACK,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
4640,04/26/2009 10:55:00 AM,2009-129512,LCP090426000676,DISTRICT 1,9826,INJURY TO PRISONER,8XX YORK ST,39.1183657485298,-84.5277489432668,FEMALE,BLACK,ADULT,MALE,BLACK,WEST END,WEST  END,WEST END
-5562,10/04/2001 06:33:00 PM,20010986,P012771363,DISTRICT 3,9826,INJURY TO PRISONER,42XX GLENWAY AV,39.1150240360739,-84.5842741769918,MALE,WHITE,UNKNOWN,FEMALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
-6417,10/09/2002 08:44:00 PM,20020672,P022821061,DISTRICT 3,9826,INJURY TO PRISONER,32XX WARSAW AV,39.1104312729244,-84.5624837565382,MALE,WHITE,UNKNOWN,FEMALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-6439,10/05/2002 08:47:00 PM,20020694,P023091397,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,17XX VINE ST,39.1146287969533,-84.5154714460869,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-4642,01/04/2001 05:35:00 PM,20010058,P010041081,DISTRICT 4,9826,INJURY TO PRISONER,3XX FOREST AV,39.1470611112118,-84.5017344570854,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-4366,10/29/2000 01:05:00 AM,20001063,P003030162,DISTRICT 5,9825,CHEMICAL IRRITANT,59XX HAMILTON AV,39.1982567388898,-84.5456359357038,OTHER,UNKNOWN,UNKNOWN,FEMALE,WHITE,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
7237,01/08/2013 08:59:00 PM,2014-187842,LCP140108001382,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX ELIZABETH ST,39.1067968969951,-84.5254128681558,MALE,BLACK,JUVENILE,MALE,WHITE,WEST END,WEST  END,WEST END
9588,08/30/2018 02:05:00 PM,2018-239619,LCP180830000747,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,17XX SUTTON AV,39.0859554467411,-84.3889066967158,MALE,BLACK,ADULT,MALE,WHITE,MT. WASHINGTON,MT.  WASHINGTON,MOUNT WASHINGTON
5298,05/22/2010 11:43:00 PM,2010-143996,LCP100522001677,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,19XX WESTWOOD NORTHERN BLVD,39.14325478618,-84.5569182586234,MALE,BLACK,ADULT,MALE,BLACK,MILLVALE,EAST  WESTWOOD,MILLVALE
2273,05/24/2006 09:10:00 PM,2006-83233,P061441773,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX ROCKDALE AV,39.1454243276759,-84.4934192498365,MALE,BLACK,ADULT,MALE,HISPANIC/LATINO,AVONDALE,AVONDALE,AVONDALE
386,12/15/2004 02:07:00 AM,2004-53067,P043500099,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX W MCMILLAN ST,39.1266773763637,-84.5117472630191,MALE,BLACK,ADULT,MALE,WHITE,CUF,FAIRVIEW,CUF
-7831,05/21/2004 04:30:00 PM,20040331,P041421170,DISTRICT 1,9826,INJURY TO PRISONER,7XX WALNUT ST,39.1050727012976,-84.5117751472103,MALE,WHITE,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
5556,09/03/2010 09:00:00 PM,2010-149003,,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,24XX MADISON RD,39.141918162761,-84.452567385335,MALE,BLACK,JUVENILE,MALE,BLACK,HYDE PARK,HYDE PARK,HYDE PARK
-7668,03/30/2004 01:53:00 PM,20040167,P040900764,DISTRICT 4,9825,CHEMICAL IRRITANT,47XX READING RD,39.1706585362515,-84.4694001438176,MALE,BLACK,UNKNOWN,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL
9814,04/04/2018 08:00:02 PM,2019-244583,CPD180404001402,DISTRICT 3,9826,INJURY TO PRISONER,26XX MONTANA AV,39.1536827285169,-84.5814902762554,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
-5696,12/08/2001 09:08:00 PM,20011125,P013421303,DISTRICT 5,9826,INJURY TO PRISONER,27XX COY ST,39.1299805419781,-84.5254081944824,MALE,OTHER,UNKNOWN,MALE,WHITE,CUF,CLIFTON/UNIVERSITY HEIGHTS,CUF - HEIGHTS
-7143,07/30/2003 07:59:00 AM,20030568,P032110393,DISTRICT 4,9825,CHEMICAL IRRITANT,3XX OAK ST,39.1308375175488,-84.502602952386,MALE,BLACK,UNKNOWN,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
7573,08/28/2014 05:35:00 PM,2014-194332,LCP140828001213,DISTRICT 3,9826,INJURY TO PRISONER,29XX BOUDINOT AV,39.1375672355379,-84.6049805050455,MALE,WHITE,ADULT,MALE,BLACK,WESTWOOD,WESTWOOD,WESTWOOD
-5847,02/14/2002 05:53:00 PM,20020098,P020451078,DISTRICT 4,9826,INJURY TO PRISONER,XX GLEN ESTE PL,39.1546084532055,-84.5041984783363,FEMALE,BLACK,UNKNOWN,FEMALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-3331,01/15/2000 01:56:00 PM,20000019,P000150639,DISTRICT 3,9826,INJURY TO PRISONER,8XX STATE AV,39.1061159529417,-84.5531611682871,MALE,WHITE,UNKNOWN,MALE,BLACK,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL
860,02/28/2005 01:07:00 AM,2005-62638,P050590078,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,13XX WALNUT ST,39.1102045869107,-84.5131815948127,MALE,BLACK,JUVENILE,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
5477,08/22/2010 02:48:00 AM,2010-147235,LCP100822000226,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MAIN ST,39.1097794314061,-84.5123354794182,MALE,BLACK,ADULT,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-6771,03/12/2003 08:28:00 AM,20030194,P030710324,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,46XX GLENWAY AV,39.1145666014206,-84.5910513377335,FEMALE,BLACK,UNKNOWN,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
677,05/27/2004 03:00:00 AM,2005-61054,PO41480170,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,33XX READING RD,39.139084624359,-84.4953054533427,FEMALE,BLACK,ADULT,FEMALE,WHITE,AVONDALE,AVONDALE,AVONDALE
1558,09/13/2005 07:20:00 PM,2005-72772,P052561595,DISTRICT 5,9826,INJURY TO PRISONER,33XX SPRING GROVE AV,39.1443131333832,-84.5420023431947,MALE,BLACK,ADULT,MALE,WHITE,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON
-840,07/13/1997 03:00:00 AM,9700489,P971940279,DISTRICT 5,9826,INJURY TO PRISONER,2XX CALHOUN ST,39.1285007359175,-84.5174741084759,MALE,WHITE,UNKNOWN,MALE,TWO OR MORE,CUF,FAIRVIEW,CUF - HEIGHTS
-7398,07/06/2003 02:45:00 PM,20030825,P031870707,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,30XX MCHENRY AV,39.1415796989754,-84.5785062790025,MALE,BLACK,UNKNOWN,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
-4612,01/15/2001 11:45:00 PM,20010028,P010151540,DISTRICT 2,9825,CHEMICAL IRRITANT,34XX CARDIFF AV,39.1546200113281,-84.4224692657118,FEMALE,WHITE,UNKNOWN,MALE,WHITE,OAKLEY,OAKLEY,OAKLEY
-6903,05/06/2003 08:35:00 PM,20030327,P031261662,DISTRICT 1,9825,CHEMICAL IRRITANT,1XX W COURT ST,39.106411349118,-84.5175209473029,MALE,BLACK,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
9236,01/24/2018 11:33:00 AM,2018-232622,CPD180124000579,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,21XX QUEEN CITY AV,39.1271209640834,-84.5736316651391,MALE,BLACK,ADULT,MALE,HISPANIC/LATINO,EAST PRICE HILL,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
3336,07/28/2007 12:26:00 AM,2007-101583,P072081975,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,34XX HUDSON AV,39.1414463053223,-84.4685903152789,MALE,BLACK,ADULT,FEMALE,BLACK,EVANSTON,EVANSTON,EVANSTON
3041,03/22/2007 02:46:00 PM,2007-96088,P070810995,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,19XX FAIRMOUNT AV,39.1305484235565,-84.5609286078366,MALE,BLACK,ADULT,MALE,WHITE,SOUTH FAIRMOUNT,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
9260,02/13/2018 04:30:00 PM,2018-233295,CPD180213001059,DISTRICT 4,9826,INJURY TO PRISONER,4XX ROCKDALE AV,39.1442657261571,-84.4980086240214,MALE,BLACK,ADULT,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
3502,10/05/2007 10:20:00 AM,2007-104487,P072780551,DISTRICT 3,9826,INJURY TO PRISONER,9XX HAWTHORNE AV,39.110069847057,-84.5633427745595,FEMALE,WHITE,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
538,12/16/2003 02:24:00 AM,2005-60343,PO33500129,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX CHAPEL ST,39.1307035944749,-84.4857935407262,MALE,BLACK,JUVENILE,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
1723,10/30/2005 12:40:00 AM,2005-74960,9053030047,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,12XX GROESBECK RD,39.1953607405383,-84.5396621234213,MALE,BLACK,ADULT,MALE,WHITE,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
-3960,07/20/2000 10:56:00 PM,20000656,P002021508,DISTRICT 3,9825,CHEMICAL IRRITANT,34XX BROADWELL AV,39.1470986946953,-84.61362393083,FEMALE,WHITE,UNKNOWN,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
7182,07/28/2013 05:07:00 AM,2013-186376,LCP130728000353,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,19XX KENTUCKY AV,39.1678747375319,-84.5505074649505,MALE,BLACK,ADULT,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
-4851,04/21/2001 07:40:00 PM,20010270,P011111246,DISTRICT 4,9825,CHEMICAL IRRITANT,29XX ALMS PL,39.1320456234439,-84.4831962305843,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
5057,11/17/2009 11:15:00 AM,2009-138888,LCP091117000664,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,47XX KENARD AV,39.1644176041629,-84.5151869750162,MALE,BLACK,ADULT,FEMALE,WHITE,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE
4870,08/23/2009 01:18:01 PM,2009-134655,LCP090823000711,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,28XX SPRING GROVE AV,39.1331697459344,-84.5389705335014,MALE,BLACK,ADULT,MALE,WHITE,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON
-6762,03/28/2003 12:01:00 AM,20030185,P030861871,DISTRICT 4,9825,CHEMICAL IRRITANT,30XX KERPER AV,39.1363888826115,-84.4867276268561,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-486,02/21/1997 09:45:00 PM,9700125,P970521311,DISTRICT 5,9826,INJURY TO PRISONER,32XX BEEKMAN ST,39.1438069627142,-84.5511344205084,MALE,BLACK,UNKNOWN,MALE,WHITE,MILLVALE,MILLVALE,MILLVALE
8496,06/13/2016 08:24:00 PM,2016-214497,LCP160613001394,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,5XX ENRIGHT AV,39.10052888819,-84.5733756770232,MALE,BLACK,JUVENILE,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
657,12/05/2004 09:15:00 PM,2005-60988,P043401310,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,19XX WESTWOOD NORTHERN BLVD,39.1433871206827,-84.5553915094939,MALE,BLACK,ADULT,MALE,WHITE,MILLVALE,MILLVALE,MILLVALE
2974,02/24/2007 12:26:00 AM,2007-95106,P070541857,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,47XX GREEN GLEN LN,39.1243293708153,-84.5944295183282,MALE,WHITE,ADULT,FEMALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
8162,10/27/2015 02:28:00 PM,2015-206630,LCP151027000945,DISTRICT 1,9826,INJURY TO PRISONER,18XX VINE ST,39.1153896824655,-84.5177005223659,MALE,BLACK,JUVENILE,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-4695,02/21/2001 11:12:00 AM,20010112,P010510566,DISTRICT 4,9825,CHEMICAL IRRITANT,21XX GILBERT AV,39.120583501956,-84.495077139537,MALE,BLACK,UNKNOWN,MALE,BLACK,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-5195,06/16/2001 11:51:00 PM,20010615,P011671685,DISTRICT 5,9825,CHEMICAL IRRITANT,XX WUEST ST,39.1632225387711,-84.5057431156243,FEMALE,WHITE,UNKNOWN,MALE,WHITE,CLIFTON,CLIFTON,NORTH AVONDALE
1603,09/30/2005 12:35:00 AM,2005-73452,P052730057,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,30XX BURNET AV,39.1355109405899,-84.4999508510717,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
5003,11/10/2009 09:28:57 PM,2009-137727,LCP091110001663,DISTRICT 4,9826,INJURY TO PRISONER,4XX OAK ST,39.1308866900193,-84.5003055016949,MALE,BLACK,ADULT,FEMALE,BLACK,AVONDALE,AVONDALE,AVONDALE
