INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD,
726,06/26/2004 05:00:00 PM,2005-61403,P041781143,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,27XX VINE ST,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
5314,05/28/2010 12:55:00 PM,2010-144178,LCP100528000860,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,54XX HOLLAND DR,39.1886712561759,-84.5135793983107,MALE,BLACK,JUVENILE,MALE,BLACK,WINTON HILLS,WINTON HILLS,WINTON HILLS,
6120,09/20/2011 11:18:00 PM,2011-161364,LCP110920001874,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX E LIBERTY ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
6120,09/20/2011 11:18:00 PM,2011-161364,LCP110920001874,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX E LIBERTY ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-2115,11/19/1998 07:24:00 PM,9800876,P983231050,DISTRICT 3,9825,CHEMICAL IRRITANT,17XX QUEEN CITY,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
-7359,09/05/2003 07:46:00 PM,20030785,P032481427,DISTRICT 3,9826,INJURY TO PRISONER,33XX QUEEN CITY AV 0,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-5538,10/08/2001 04:05:00 PM,20010962,P012810884,DISTRICT 5,9825,CHEMICAL IRRITANT,8XX DUTCH COLONY DR,39.191310566867,-84.5177286957686,FEMALE,BLACK,UNKNOWN,FEMALE,WHITE,WINTON HILLS,WINTON HILLS,WINTON HILLS,
4914,09/20/2009 02:25:00 AM,2009-135736,LCP090920000179,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MAIN ST,39.1093394314061,-84.5126854794182,MALE,BLACK,ADULT,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
5229,04/09/2010 02:25:00 AM,2010-142518,LCP100409000091,DISTRICT 5,9826,INJURY TO PRISONER,40XX HAMILTON AV,39.1593808802209,-84.5391986802992,MALE,WHITE,ADULT,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE,
1145,05/18/2005 01:25:00 PM,2005-66669,P 051380886,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,16XX CHASE AV,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A,
1145,05/18/2005 01:25:00 PM,2005-66669,P 051380886,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,16XX CHASE AV,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A,
8332,03/01/2016 12:51:00 PM,2016-210572,LCP160301000547,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,24XX FERGUSON RD,39.1322550275515,-84.6005423066924,MALE,BLACK,ADULT,MALE,BLACK,WESTWOOD,WESTWOOD,WESTWOOD,
9532,08/24/2018 12:47:00 PM,2018-239395,CPD180824000655,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,36XX EVANSTON AV,39.1450810097455,-84.4633862069582,MALE,BLACK,ADULT,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON,
6074,08/02/2011 12:57:00 AM,2011-160306,LCP110802000068,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,77XX READING RD,39.2032118677163,-84.455667032417,MALE,BLACK,ADULT,MALE,WHITE,ROSELAWN,ROSELAWN,ROSELAWN,
1688,10/24/2005 11:55:00 PM,2005-74550,P052971597,DISTRICT 3,9826,INJURY TO PRISONER,36XX PRESIDENT DR,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
4358,11/28/2008 04:59:04 PM,2008-123604,LCP081128000795,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX DALEWOOD PL CINCINNATI OH,,,MALE,TWO OR MORE,JUVENILE,FEMALE,BLACK,N/A,N/A,N/A,
8385,04/07/2016 10:52:00 PM,2016-211941,LCP160407001541,DISTRICT 3,9826,INJURY TO PRISONER,36XX W 8TH ST CINCINNATI OHIO 45205,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
8385,04/07/2016 10:52:00 PM,2016-211941,LCP160407001541,DISTRICT 3,9826,INJURY TO PRISONER,36XX W 8TH ST CINCINNATI OHIO 45205,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
8385,04/07/2016 10:52:00 PM,2016-211941,LCP160407001541,DISTRICT 3,9826,INJURY TO PRISONER,36XX W 8TH ST CINCINNATI OHIO 45205,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
2750,11/10/2006 03:03:00 PM,2006-91131,P063140957,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,4XX GLENWOOD AV,39.1521399331585,-84.4997388043938,MALE,BLACK,ADULT,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE,
-5525,09/25/2001 11:37:00 PM,20010949,P012681611,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,8XX DOERR ALLEY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
2916,01/21/2007 04:40:00 PM,2007-94122,P070210826,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,16XX LLANFAIR AV 5,,,FEMALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A,
-6693,02/22/2003 01:18:00 AM,20030116,P030530066,DISTRICT 3,9825,CHEMICAL IRRITANT,22XX AMOR PL,39.1240312845604,-84.5501931715304,MALE,BLACK,UNKNOWN,MALE,BLACK,EAST PRICE HILL,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,
-4457,11/25/2000 02:15:00 AM,20001154,P00330061,DISTRICT 2,9825,CHEMICAL IRRITANT,43XX KELLOGG AV,39.100909515949,-84.4327705910197,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,LINWOOD,EAST  END,EAST END,
-6126,06/07/2002 12:58:00 AM,20020379,P021580094,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,8XX MAIN ST,39.1065024062846,-84.5111733600649,MALE,BLACK,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
2154,04/13/2006 12:09:00 AM,2006-81304,P061030005,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX W 12TH ST,39.1081478958481,-84.5180757487478,FEMALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-5056,04/13/2001 06:30:00 PM,20010476,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX REPUBLIC STREET,,,MALE,BLACK,UNKNOWN,OTHER,UNKNOWN,N/A,N/A,N/A,
-3917,07/14/2000 01:01:00 AM,20000613,P001960086,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX WALNUT ST,39.1082621787784,-84.5131353957584,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-2319,02/06/1999 04:28:00 PM,9900086,P990370765,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,13XX VINE,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-2319,02/06/1999 04:28:00 PM,9900086,P990370765,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,13XX VINE,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-6614,01/14/2003 02:54:00 PM,20030020,P030140863,DISTRICT 1,9825,CHEMICAL IRRITANT,17XX ELM ST,39.1141441579333,-84.5188355750173,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
9872,04/12/2019 05:00:00 PM,2019-245897,CPD 190412001244,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,7XX CHALFONTE PL,39.1506637893322,-84.4890825167683,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE,
7688,11/28/2014 11:47:00 AM,2014-196771,LCP141128000375,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX FRANKLIN AV,39.1743583694935,-84.4708219949019,MALE,BLACK,ADULT,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL,
-6566,12/23/2002 10:00:00 AM,20020822,P023570402,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,28XX COLERAIN AV,39.1333129326865,-84.5353452399545,MALE,BLACK,UNKNOWN,MALE,WHITE,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON,
-1514,04/15/1998 03:45:00 PM,9800270,P981050807,DISTRICT 4,9825,CHEMICAL IRRITANT,70XX READING RD,39.1877924731589,-84.465557374296,FEMALE,BLACK,UNKNOWN,MALE,BLACK,ROSELAWN,BONDHILL,BOND HILL,
-1360,02/18/1998 10:55:00 PM,9800113,P980491217,DISTRICT 5,9825,CHEMICAL IRRITANT,42XX HAMILTON AV,39.1639894355216,-84.5403167513386,MALE,WHITE,UNKNOWN,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE,
9887,04/23/2019 02:52:00 PM,2019-246270,CPD190423001013,DISTRICT 3,9826,INJURY TO PRISONER,10XX GRAND AV CINCINNATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-4598,01/05/2001 08:45:00 PM,20010014,P010051451,DISTRICT 1,9825,CHEMICAL IRRITANT,3XX E FOURTEENTH ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
5966,06/28/2011 11:41:00 AM,2011-158127,LCP110628000701,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX VINE ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
5966,06/28/2011 11:41:00 AM,2011-158127,LCP110628000701,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX VINE ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
9887,04/23/2019 02:52:00 PM,2019-246270,CPD190423001013,DISTRICT 3,9826,INJURY TO PRISONER,10XX GRAND AV CINCINNATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-4833,04/01/2001 01:30:00 AM,20010252,P010910115,DISTRICT 2,9825,CHEMICAL IRRITANT,43XX KELLOGG AV,39.099519515949,-84.4323305910197,MALE,BLACK,UNKNOWN,MALE,WHITE,LINWOOD,EAST  END,EAST END,
-845,07/16/1997 12:05:00 AM,9700494,P971970009,DISTRICT 2,9826,INJURY TO PRISONER,54XX WARD ST,39.1671245430601,-84.3914583288551,MALE,BLACK,UNKNOWN,MALE,WHITE,MADISONVILLE,MADISONVILLE,MADISONVILLE,
6144,10/05/2011 02:24:00 AM,2011-161837,LCP111005000126,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,9XX WOODLAWN AV CINCINNATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
3158,05/09/2007 11:00:00 PM,2007-98080,P071291955,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,20XX MILLVALE,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
3158,05/09/2007 11:00:00 PM,2007-98080,P071291955,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,20XX MILLVALE,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-1105,10/22/1997 03:49:00 AM,9701354,P972950187,DISTRICT 1,9826,INJURY TO PRISONER,16XX WALNUT ST,39.1136240130612,-84.5139503060497,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-4859,04/27/2001 05:09:00 PM,20010278,P011171075,DISTRICT 3,9825,CHEMICAL IRRITANT,41XX FRANCIS AV,39.1029758858236,-84.5877959806267,MALE,WHITE,UNKNOWN,MALE,BLACK,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL,
8402,04/18/2016 03:56:00 PM,2016-212194,LCP160418000964,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,25XX KEMPER LN,39.1275533607142,-84.4873783110791,MALE,BLACK,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS,
-6638,01/04/2003 08:15:00 AM,20030044,P030040309,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,XX WEST THIRTEENTH ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-6638,01/04/2003 08:15:00 AM,20030044,P030040309,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,XX WEST THIRTEENTH ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-6638,01/04/2003 08:15:00 AM,20030044,P030040309,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,XX WEST THIRTEENTH ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
4840,07/23/2009 11:45:00 PM,2009-134177,LCP090723002031,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX MAIN ST,39.1081491618575,-84.5100292263236,MALE,BLACK,ADULT,FEMALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
-1298,01/19/1998 01:10:00 AM,9800048,P980190025,DISTRICT 3,9825,CHEMICAL IRRITANT,24XX WESTWOOD NORTHERN,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
-5657,11/14/2001 02:00:00 AM,20011086,P013171682,DISTRICT 4,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1074899723178,-84.5082096587137,MALE,WHITE,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
-7484,12/26/2003 03:24:00 PM,20030911,P033600807,DISTRICT 1,9826,INJURY TO PRISONER,XX W 15TH STREET,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
7162,11/09/2013 02:44:00 PM,2013-186219,LCP131109000901,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX LINN ST,39.113898620551,-84.52722667373,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END,
-224,10/15/1996 07:20:00 PM,9600379,P962890997,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,17XX CHASE AV,39.1641183771914,-84.5440993987816,MALE,WHITE,UNKNOWN,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE,
7193,10/12/2013 01:35:00 AM,2013-186484,LCP131012000109,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,XX E 7TH ST,39.1032181452893,-84.5131555232583,FEMALE,WHITE,ADULT,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
2589,09/09/2006 03:48:00 PM,2006-88137,P062521045,DISTRICT 1,9826,INJURY TO PRISONER,13XX REPUBLIC ST,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
-4168,09/13/2000 02:40:00 AM,20000864,P002570158,DISTRICT 4,9825,CHEMICAL IRRITANT,15XX YARMOUTH AV,39.1748182370938,-84.4676036498629,MALE,BLACK,UNKNOWN,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL,
1340,07/12/2005 02:43:00 AM,2005-69782,P051930210,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,20XX SUTTER AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
1340,07/12/2005 02:43:00 AM,2005-69782,P051930210,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,20XX SUTTER AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-3955,07/08/2000 03:12:00 AM,20000651,P001900268,DISTRICT 3,9826,INJURY TO PRISONER,25XX WILLIAMSBURG DR,39.1557738929747,-84.5622001730635,MALE,BLACK,UNKNOWN,MALE,WHITE,VILLAGES AT ROLL HILL,FAY APARTMENTS,VILLAGES AT ROLL HILL,
-5718,12/20/2001 09:15:00 PM,20011149,P013541400,DISTRICT 3,9825,CHEMICAL IRRITANT,9XX ENRIGHT AV,39.1101715756868,-84.5715802481756,MALE,WHITE,UNKNOWN,MALE,BLACK,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL,
4964,10/16/2009 08:08:00 AM,2009-136781,LCP091016000323,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX REPUBLIC ST,39.1106151295846,-84.5161237065216,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-2823,07/21/1999 05:00:00 PM,9900591,P992021056,DISTRICT 1,9825,CHEMICAL IRRITANT,18XX REPUBLIC,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
7467,06/15/2014 02:53:00 AM,2014-192068,LCP140615000227,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,78XX NEW BEDFORD AV APT,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A,
3880,04/11/2008 12:10:00 PM,2008-112542,LCP080411000756,VORTEX UNIT,9826,INJURY TO PRISONER,13XX HOPPLE ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A,
7554,08/20/2014 05:02:00 PM,2014-194021,LCP140820001283,DISTRICT 2,9826,INJURY TO PRISONER,19XX MADISON RD CINCINNATI OHIO 45206,,,MALE,WHITE,ADULT,FEMALE,WHITE,N/A,N/A,N/A,
-6711,02/28/2003 07:51:00 AM,20030134,P030590226,DISTRICT 3,9826,INJURY TO PRISONER,37XX WESTMONT LN,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
818,02/12/2005 12:19:00 AM,2005-62019,P050430046,DISTRICT 3,9826,INJURY TO PRISONER,21XX GEST ST,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
818,02/12/2005 12:19:00 AM,2005-62019,P050430046,DISTRICT 3,9826,INJURY TO PRISONER,21XX GEST ST,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
-3343,02/03/2000 01:35:00 AM,20000031,P000340106,DISTRICT 4,9826,INJURY TO PRISONER,18XX CRESTHILL AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-5085,05/20/2001 08:42:00 AM,20010505,P011400407,DISTRICT 4,9825,CHEMICAL IRRITANT,22XX FULTON AV,39.1212797874777,-84.491103116996,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS,
-4484,11/30/2000 05:00:00 PM,20001182,P033551091,DISTRICT 1,9826,INJURY TO PRISONER,3XX W 14TH ST,39.1094889526218,-84.5214905298033,FEMALE,BLACK,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END,
2903,12/24/2006 11:50:00 PM,2006-92686,P0663581080,DISTRICT 2,9825,CHEMICAL IRRITANT,43XX KELLOGG AV,39.100299515949,-84.4339305910197,OTHER,UNKNOWN,UNKNOWN,MALE,BLACK,LINWOOD,EAST  END,EAST END,
9571,09/04/2018 04:01:00 PM,2018-240211,LCP180904000113,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,70XX READING RD,39.1899294226651,-84.4656088017689,FEMALE,BLACK,JUVENILE,MALE,BLACK,ROSELAWN,BONDHILL,BOND HILL,
-6943,04/30/2003 04:25:00 PM,20030368,P031201329,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,1XX E FOURTEENTH ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
6444,05/17/2012 08:52:00 PM,2012-169428,LCP120517001620,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,32XX HACKBERRY AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-1655,06/04/1998 04:12:00 AM,9800413,P981550197,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,34XX BURNETT AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-1655,06/04/1998 04:12:00 AM,9800413,P981550197,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,34XX BURNETT AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
7766,02/17/2015 06:00:00 PM,2015-199244,LCP150217000967,DISTRICT 3,9826,INJURY TO PRISONER,30XX MCHENRY AV APT0,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
7766,02/17/2015 06:00:00 PM,2015-199244,LCP150217000967,DISTRICT 3,9826,INJURY TO PRISONER,30XX MCHENRY AV APT0,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-4259,10/06/2000 02:06:00 AM,20000955,P002800154,DISTRICT 1,9825,CHEMICAL IRRITANT,12XX MAIN ST,39.1099224597987,-84.510531902753,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
1103,05/05/2005 08:40:00 PM,2005-66068,P051251700,DISTRICT 3,9826,INJURY TO PRISONER,22XX QUEBEC RD,39.1236148463357,-84.5637760490827,FEMALE,BLACK,JUVENILE,MALE,BLACK,EAST PRICE HILL,WEST PRICE HILL,SOUTH FAIRMOUNT,
1869,01/03/2006 12:20:00 PM,2006-77089,P06003666,DISTRICT 1,9826,INJURY TO PRISONER,15XX PLEASANT STREET CINCINNATI OHIO,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
1869,01/03/2006 12:20:00 PM,2006-77089,P06003666,DISTRICT 1,9826,INJURY TO PRISONER,15XX PLEASANT STREET CINCINNATI OHIO,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
-6053,05/22/2002 02:25:00 AM,20020306,P021420129,DISTRICT 1,9826,INJURY TO PRISONER,17XX ELM ST,39.114297216024,-84.5205935388044,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
7698,12/01/2014 11:10:00 PM,2014-197174,LCP141201001455,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,9XX FREEMAN AV/RAMP TO NB I75,,,FEMALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-292,11/26/1996 06:27:00 PM,9600447,P963310871,DISTRICT 5,9826,INJURY TO PRISONER,28XX COLERAIN AV,39.1321423644031,-84.5361314296701,MALE,BLACK,UNKNOWN,MALE,WHITE,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON,
-7903,06/17/2004 01:47:00 PM,20040403,P041690829,DISTRICT 3,9825,CHEMICAL IRRITANT,36XX SCHWARTZE AV,39.1471131911824,-84.6205685633391,MALE,WHITE,UNKNOWN,FEMALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
3201,05/08/2007 10:20:00 AM,2007-98954,,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,28XX ALMS PL,39.1306796312333,-84.4839755109893,MALE,BLACK,JUVENILE,MALE,BLACK,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS,
7296,03/03/2014 11:50:00 AM,2014-189278,LCP140303000416,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,53XX WINNESTE AV,39.1877015371413,-84.5151543564821,MALE,BLACK,ADULT,MALE,BLACK,WINTON HILLS,WINTON HILLS,WINTON HILLS,
734,09/30/2004 08:15:00 PM,2005-61470,PO42741573,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX GREEN ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
734,09/30/2004 08:15:00 PM,2005-61470,PO42741573,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX GREEN ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
2734,11/05/2006 01:45:00 PM,2006-90920,P063090667,DISTRICT 3,9826,INJURY TO PRISONER,25XX  HARRISON AVNUE,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A,
-5745,12/31/2001 09:00:00 PM,20011177,P013651173,DISTRICT 4,9826,INJURY TO PRISONER,28XX MAY ST,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
-3347,01/01/2000 05:58:00 AM,20000035,P000010496,DISTRICT 5,9825,CHEMICAL IRRITANT,42XX PITTS AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
7589,05/03/2014 08:55:00 PM,2014-190925,LCP 140503001447,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,31XX PENROSE AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-3845,06/10/2000 12:30:00 PM,20000538,P001620686,DISTRICT 5,9826,INJURY TO PRISONER,13XX APJONES,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
9528,07/28/2018 01:21:00 AM,2018-238512,LCP180728000090,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,3XX E 7TH ST,39.1040274496365,-84.5080124858095,MALE,BLACK,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
-4202,09/22/2000 01:35:00 AM,20000898,P002660032,DISTRICT 3,9825,CHEMICAL IRRITANT,22XX WESTWOOD NORTHERN BLVD,39.1457271105432,-84.566409995654,MALE,BLACK,UNKNOWN,MALE,WHITE,EAST WESTWOOD,EAST  WESTWOOD,EAST WESTWOOD,
363,12/08/2004 03:34:00 PM,2004-52813,P043430650,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX STATE AV,39.1046194123954,-84.5531358832192,MALE,WHITE,ADULT,MALE,WHITE,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL,
8418,03/30/2016 04:30:00 PM,2016-212919,LCP160330000894,CENTRAL BUSINESS DISTRICT,9823,NONCOMPLIANT SUSPECT/ARRESTEE,5XX VINE ST,39.1004776478218,-84.5134454624723,MALE,BLACK,JUVENILE,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
-3130,11/02/1999 10:17:00 PM,9900900,P993071399,DISTRICT 1,9825,CHEMICAL IRRITANT,3XX W 14TH,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
495,07/25/2003 02:31:00 PM,2005-60254,P030206953,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,XX GREEN ST,39.1148136854011,-84.5168633744583,MALE,BLACK,JUVENILE,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
